"","POLINTR","STFLIFE","FREEHMS","IMUECLT","HAPPY","INPRDSC","ALCWKND","WRHPP","FLTSD","AGEA","CHLDHM","WKHTOT","happ","stflif","polint","imuecl"
"297",3,10,2,8,10,6,25,3,1,69,2,20,1,1,0,1
"298",2,8,1,7,7,4,62,4,2,20,2,8,0,1,1,1
"299",2,10,1,10,8,4,75,3,1,43,2,30,1,1,1,1
"300",2,3,1,10,10,4,12,4,1,81,2,60,1,0,1,1
"301",2,7,1,5,7,4,12,3,1,35,1,45,0,1,1,0
"302",3,9,1,6,8,4,12,4,1,72,2,45,1,1,0,1
"303",1,9,1,10,8,3,19,4,1,47,2,38,1,1,1,1
"304",2,7,1,6,7,4,12,3,1,39,2,40,0,1,1,1
"305",3,8,1,6,7,2,0,2,1,17,2,40,0,1,0,1
"306",3,6,2,5,6,3,113,3,1,56,1,38,0,0,0,0
"307",2,8,2,5,8,2,50,4,1,34,1,40,1,1,1,0
"308",2,9,1,3,3,1,23,4,1,49,1,72,0,1,1,0
"309",2,8,1,9,8,4,35,3,1,39,1,40,1,1,1,1
"310",2,9,1,7,9,2,12,3,1,63,1,33,1,1,1,1
"311",2,9,1,7,9,5,50,4,1,36,1,33,1,1,1,1
"312",3,9,2,5,8,4,0,2,2,68,2,40,1,1,0,0
"313",3,7,1,3,7,4,17,4,2,25,2,20,0,1,0,0
"314",2,9,2,7,7,4,52,3,1,66,2,40,0,1,1,1
"315",2,7,1,8,8,4,75,3,2,29,1,38,1,1,1,1
"316",2,8,2,9,9,3,109,4,1,39,1,38,1,1,1,1
"317",3,7,2,1,6,4,77,2,2,26,2,38,0,1,0,0
"318",2,6,1,2,7,4,52,3,2,58,2,37,0,0,1,0
"319",2,8,1,9,8,3,52,3,1,37,2,38,1,1,1,1
"320",3,10,1,2,10,6,218,4,1,39,2,48,1,1,0,0
"321",2,8,1,4,9,4,35,3,2,43,1,45,1,1,1,0
"322",3,8,1,6,9,4,99,2,1,53,2,45,1,1,0,1
"323",3,7,1,5,7,1,79,3,1,41,1,45,0,1,0,0
"324",3,10,1,6,8,2,162,3,1,27,2,40,1,1,0,1
"325",2,9,1,5,9,6,136,3,1,53,1,45,1,1,1,0
"326",2,7,1,7,8,4,35,3,1,49,1,38,1,1,1,1
"327",3,8,1,7,8,3,112,3,2,39,1,32,1,1,0,1
"328",2,9,1,9,9,6,23,1,1,31,2,50,1,1,1,1
"329",4,7,1,7,7,3,12,2,1,26,2,45,0,1,0,1
"330",3,10,2,5,10,4,183,3,1,28,1,39,1,1,0,0
"331",3,10,1,8,10,2,35,4,1,48,2,45,1,1,0,1
"332",2,7,2,9,8,1,35,2,2,58,2,40,1,1,1,1
"333",3,10,1,6,9,4,17,3,1,25,2,9,1,1,0,1
"334",3,8,1,7,7,4,12,2,2,29,2,38,0,1,0,1
"335",2,10,1,4,10,4,0,1,2,88,2,48,1,1,1,0
"336",1,10,4,5,7,4,0,1,2,28,1,15,0,1,1,0
"337",2,5,1,6,4,3,99,1,2,37,2,45,0,0,1,1
"338",2,9,2,NA,9,2,0,2,2,40,1,38,1,1,1,0
"339",3,7,2,6,7,1,38,3,2,26,2,41,0,1,0,1
"340",2,3,2,6,8,3,36,3,1,60,2,25,1,0,1,1
"341",1,8,1,8,7,2,0,2,2,47,1,37,0,1,1,1
"342",1,8,1,8,8,2,44,4,1,64,2,45,1,1,1,1
"343",3,9,1,7,8,5,38,4,2,67,2,48,1,1,0,1
"344",2,8,1,5,6,6,150,2,1,27,2,9,0,1,1,0
"345",3,8,2,8,8,5,12,4,1,37,2,43,1,1,0,1
"346",2,8,1,2,8,1,25,4,1,77,2,50,1,1,1,0
"347",1,6,5,6,7,3,0,4,1,67,2,50,0,0,1,1
"348",3,7,2,5,7,4,35,3,2,24,2,38,0,1,0,0
"349",1,8,3,5,8,4,50,3,1,34,2,40,1,1,1,0
"350",1,7,1,5,7,3,311,2,2,45,2,40,0,1,1,0
"351",1,9,1,10,8,5,347,4,1,31,2,25,1,1,1,1
"352",2,8,2,9,9,6,345,4,1,34,2,41,1,1,1,1
"353",3,8,1,9,7,6,93,3,2,28,2,40,0,1,0,1
"354",2,8,1,8,8,6,56,4,1,33,2,40,1,1,1,1
"355",2,9,1,5,10,4,25,3,1,30,2,50,1,1,1,0
"356",3,10,3,5,10,3,0,3,2,24,2,15,1,1,0,0
"357",2,10,1,9,10,4,138,4,1,35,2,43,1,1,1,1
"358",2,7,1,7,7,5,74,3,1,32,2,45,0,1,1,1
"359",2,7,1,5,7,3,94,2,2,42,2,27,0,1,1,0
"360",1,9,1,9,8,5,162,3,2,45,2,45,1,1,1,1
"361",2,7,1,7,10,4,129,3,2,31,2,41,1,1,1,1
"362",2,9,1,7,9,4,12,4,1,30,1,48,1,1,1,1
"363",1,5,1,5,4,3,19,3,2,43,2,45,0,0,1,0
"364",2,8,4,5,8,3,29,4,1,67,2,28,1,1,1,0
"365",1,9,1,10,9,6,17,3,1,49,1,38,1,1,1,1
"366",2,7,2,5,7,1,109,2,2,31,1,40,0,1,1,0
"367",3,8,1,9,8,3,25,3,2,46,1,43,1,1,0,1
"368",3,10,1,3,10,1,38,4,2,16,2,5,1,1,0,0
"369",3,8,1,4,7,4,50,3,2,19,2,20,0,1,0,0
"370",3,8,1,5,7,4,52,3,1,35,2,55,0,1,0,0
"371",2,8,1,8,8,2,52,3,1,41,1,25,1,1,1,1
"372",3,9,1,7,9,4,52,4,1,26,2,7,1,1,0,1
"373",1,3,2,5,3,2,136,2,2,41,1,40,0,0,1,0
"374",3,7,1,6,7,4,33,3,1,27,2,37,0,1,0,1
"375",4,8,3,5,8,2,0,3,2,33,2,39,1,1,0,0
"376",3,9,1,3,9,2,98,3,1,41,2,30,1,1,0,0
"377",1,2,2,0,6,3,12,3,2,32,1,38,0,0,1,0
"378",2,3,1,9,2,3,17,2,3,28,2,40,0,0,1,1
"379",1,9,1,5,7,4,36,2,2,37,2,43,0,1,1,0
"380",3,8,1,4,9,4,182,3,1,26,2,38,1,1,0,0
"381",3,9,1,8,8,4,74,3,2,30,2,38,1,1,0,1
"382",2,9,1,8,8,4,17,2,1,53,2,40,1,1,1,1
"383",2,9,1,5,9,3,93,4,1,20,2,5,1,1,1,0
"384",4,8,2,8,8,3,74,3,1,58,2,43,1,1,0,1
"385",3,6,1,10,7,4,272,2,2,43,2,39,0,0,0,1
"386",2,10,2,9,10,2,12,3,2,51,1,50,1,1,1,1
"387",3,9,1,6,9,3,17,3,1,33,2,45,1,1,0,1
"388",1,9,1,2,10,4,19,4,1,71,2,38,1,1,1,0
"389",2,3,2,9,4,4,38,2,2,36,1,40,0,0,1,1
"390",2,7,1,7,9,4,0,3,2,41,2,45,1,1,1,1
"391",2,10,2,8,10,4,12,4,1,46,1,38,1,1,1,1
"392",2,9,1,8,9,6,0,3,1,42,1,41,1,1,1,1
"393",2,8,1,6,8,2,17,3,1,70,2,32,1,1,1,1
"394",2,8,1,8,9,2,12,3,1,37,1,39,1,1,1,1
"395",3,8,1,8,8,6,96,3,1,25,1,40,1,1,0,1
"396",2,9,2,7,8,4,56,3,1,52,2,38,1,1,1,1
"397",1,8,1,7,7,5,35,3,2,45,1,65,0,1,1,1
"398",4,8,1,5,8,5,31,3,1,33,1,34,1,1,0,0
"399",2,7,1,6,8,3,17,3,1,44,1,45,1,1,1,1
"400",2,7,2,6,8,3,65,3,1,67,2,38,1,1,1,1
"401",3,9,1,6,10,4,17,2,1,44,1,32,1,1,0,1
"402",3,8,2,8,8,1,86,3,1,71,2,0,1,1,0,1
"403",3,10,1,4,8,4,12,3,1,60,2,38,1,1,0,0
"404",3,7,1,10,8,3,42,3,1,60,2,40,1,1,0,1
"405",2,6,2,4,7,4,148,2,2,28,2,45,0,0,1,0
"406",2,8,1,5,7,4,60,3,1,67,2,30,0,1,1,0
"407",1,10,1,10,10,6,0,4,1,49,2,45,1,1,1,1
"408",2,7,1,8,9,4,12,3,1,76,2,25,1,1,1,1
"409",2,9,1,3,10,4,17,4,1,66,2,40,1,1,1,0
"410",1,8,2,7,8,3,75,3,2,59,2,41,1,1,1,1
"411",3,9,3,5,8,3,17,3,1,58,1,38,1,1,0,0
"412",2,9,1,10,9,3,135,4,1,22,2,38,1,1,1,1
"413",3,10,2,5,9,2,24,3,1,83,2,38,1,1,0,0
"414",3,8,1,9,8,3,94,3,1,23,2,0,1,1,0,1
"415",3,10,1,3,10,4,84,2,2,27,1,40,1,1,0,0
"416",4,7,4,2,8,2,12,4,4,56,1,38,1,1,0,0
"417",3,8,1,10,7,5,74,2,1,28,2,40,0,1,0,1
"418",4,7,3,8,8,1,97,3,2,36,1,40,1,1,0,1
"419",3,5,1,6,5,2,0,1,1,45,2,38,0,0,0,1
"420",1,7,1,9,8,6,150,3,2,36,2,60,1,1,1,1
"421",1,8,5,6,8,3,0,3,1,47,1,45,1,1,1,1
"422",1,9,2,6,7,2,35,2,1,61,2,38,0,1,1,1
"423",2,8,2,7,8,2,17,2,1,67,2,38,1,1,1,1
"424",2,9,1,4,7,4,25,3,1,19,2,27,0,1,1,0
"425",3,9,1,5,10,2,0,3,1,67,2,38,1,1,0,0
"426",1,4,1,8,5,2,0,1,2,65,1,37,0,0,1,1
"427",4,2,4,10,5,6,0,2,3,39,1,35,0,0,0,1
"428",2,8,2,3,7,4,52,2,2,52,1,19,0,1,1,0
"429",2,9,2,6,9,2,12,1,1,80,2,19,1,1,1,1
"430",3,5,1,8,5,4,0,2,2,53,2,40,0,0,0,1
"431",2,8,1,5,8,3,151,3,2,44,2,25,1,1,1,0
"432",3,5,2,7,6,3,19,2,1,18,2,0,0,0,0,1
"433",2,8,2,7,9,5,35,4,1,61,2,45,1,1,1,1
"434",1,8,2,5,9,5,35,3,1,63,2,40,1,1,1,0
"435",3,7,1,5,6,3,366,2,1,19,2,36,0,1,0,0
"436",3,8,1,5,8,0,35,3,1,70,1,50,1,1,0,0
"437",3,8,2,8,7,3,0,2,1,48,1,43,0,1,0,1
"438",1,6,1,7,5,2,568,3,2,17,2,5,0,0,1,1
"439",3,9,2,8,8,2,72,3,1,70,2,39,1,1,0,1
"440",3,9,1,8,9,6,132,3,1,21,2,40,1,1,0,1
"441",2,7,1,10,10,4,74,4,1,52,1,45,1,1,1,1
"442",3,9,2,5,9,4,178,3,1,33,2,42,1,1,0,0
"443",3,8,1,7,8,3,120,3,1,44,1,38,1,1,0,1
"444",2,5,1,5,0,0,0,1,4,41,1,50,0,0,1,0
"445",3,7,2,3,5,3,0,2,2,19,2,27,0,1,0,0
"446",3,7,2,8,6,3,61,3,1,22,2,9,0,1,0,1
"447",3,10,1,5,9,3,0,4,1,56,2,38,1,1,0,0
"448",3,10,1,4,10,3,43,4,1,22,2,38,1,1,0,0
"449",1,8,1,9,9,4,78,2,2,56,2,35,1,1,1,1
"450",2,5,1,5,6,4,273,3,2,55,1,20,0,0,1,0
"451",3,7,4,8,8,2,0,2,2,61,2,38,1,1,0,1
"452",3,9,2,4,9,1,61,1,1,68,2,41,1,1,0,0
"453",2,8,1,7,8,3,17,4,1,46,1,38,1,1,1,1
"454",4,3,1,3,4,4,0,2,3,19,2,14,0,0,0,0
"455",2,8,2,5,8,4,0,3,2,44,1,38,1,1,1,0
"456",3,9,2,3,8,3,42,4,1,52,2,35,1,1,0,0
"457",3,9,1,9,8,2,257,3,1,54,1,44,1,1,0,1
"458",1,9,1,8,9,4,30,4,1,69,2,38,1,1,1,1
"459",3,9,1,7,10,4,35,4,1,29,2,38,1,1,0,1
"460",1,8,2,8,8,3,25,3,1,67,2,38,1,1,1,1
"461",1,5,5,7,8,2,19,2,3,50,1,10,1,0,1,1
"462",3,9,1,7,8,2,0,3,1,15,2,0,1,1,0,1
"463",2,8,2,7,9,1,19,3,1,41,1,38,1,1,1,1
"464",3,9,1,5,9,1,50,3,1,28,1,38,1,1,0,0
"465",2,8,3,4,10,3,107,3,2,37,1,43,1,1,1,0
"466",1,5,2,5,5,3,25,2,2,71,2,25,0,0,1,0
"467",3,9,1,7,10,1,25,3,1,55,2,30,1,1,0,1
"468",2,8,2,7,9,2,17,2,1,71,2,14,1,1,1,1
"469",2,7,1,6,8,3,10,3,1,41,1,38,1,1,1,1
"470",2,8,2,8,7,0,35,2,1,51,1,30,0,1,1,1
"471",3,8,1,5,7,2,140,2,1,71,2,84,0,1,0,0
"472",2,6,2,0,7,2,77,3,2,55,1,45,0,0,1,0
"473",2,8,3,7,8,4,75,3,1,55,2,60,1,1,1,1
"474",3,9,1,6,9,6,305,4,1,23,2,20,1,1,0,1
"475",2,9,1,10,9,4,454,2,2,64,2,30,1,1,1,1
"476",4,9,1,5,9,2,0,4,2,53,1,38,1,1,0,0
"477",2,8,2,3,8,6,0,3,1,47,1,55,1,1,1,0
"478",2,8,1,5,8,4,0,3,1,43,1,35,1,1,1,0
"479",2,8,2,7,8,4,19,3,1,41,1,40,1,1,1,1
"480",3,8,2,1,8,4,58,3,2,49,1,38,1,1,0,0
"481",4,9,2,5,8,3,78,1,1,40,1,40,1,1,0,0
"482",3,9,2,9,9,4,102,4,2,58,2,38,1,1,0,1
"483",4,3,2,4,3,1,0,2,3,23,2,38,0,0,0,0
"484",4,8,2,3,8,4,497,3,1,22,2,12,1,1,0,0
"485",4,9,2,3,8,3,0,4,1,90,2,38,1,1,0,0
"486",3,9,2,2,9,3,279,4,1,35,2,38,1,1,0,0
"487",3,10,2,2,10,4,215,4,1,48,2,42,1,1,0,0
"488",3,9,1,8,9,3,0,3,1,52,2,38,1,1,0,1
"489",2,7,2,6,6,2,42,3,1,68,2,43,0,1,1,1
"490",2,8,1,4,6,3,31,2,2,66,2,22,0,1,1,0
"491",3,7,1,4,5,4,107,3,1,23,2,5,0,1,0,0
"492",2,9,2,7,9,3,61,4,1,46,2,40,1,1,1,1
"493",3,9,1,8,9,4,105,3,1,37,2,41,1,1,0,1
"494",3,5,2,5,5,3,0,2,2,40,1,30,0,0,0,0
"495",4,9,2,0,9,3,0,3,2,17,2,0,1,1,0,0
"496",2,9,1,9,9,2,71,3,1,52,1,39,1,1,1,1
"497",4,8,2,2,8,5,38,2,1,47,1,25,1,1,0,0
"498",2,10,3,7,10,2,65,4,1,61,2,45,1,1,1,1
"499",2,4,2,6,6,4,19,3,1,78,2,45,0,0,1,1
"500",2,9,2,8,7,3,99,3,1,62,2,42,0,1,1,1
"501",3,8,4,8,10,4,30,3,1,77,2,30,1,1,0,1
"502",2,9,1,10,7,5,55,3,1,36,1,38,0,1,1,1
"503",2,9,1,10,8,3,55,3,1,72,2,20,1,1,1,1
"504",2,7,1,6,7,4,129,3,2,29,2,15,0,1,1,1
"505",3,9,1,8,8,3,12,3,1,56,1,45,1,1,0,1
"506",3,9,1,9,8,2,49,4,1,69,2,38,1,1,0,1
"507",2,8,2,8,8,2,86,3,1,68,2,10,1,1,1,1
"508",3,8,2,7,8,1,77,3,1,54,2,50,1,1,0,1
"509",2,8,1,5,7,4,0,4,1,16,2,0,0,1,1,0
"510",2,4,1,9,8,3,17,3,1,34,1,38,1,0,1,1
"511",2,9,1,10,8,1,42,4,1,44,1,60,1,1,1,1
"512",3,8,1,2,9,6,62,4,1,24,2,38,1,1,0,0
"513",2,8,1,5,9,2,36,3,1,56,2,40,1,1,1,0
"514",3,10,3,6,8,4,37,3,1,74,2,5,1,1,0,1
"515",2,9,1,3,7,6,110,3,2,22,2,4,0,1,1,0
"516",3,10,3,5,8,3,10,3,1,64,2,38,1,1,0,0
"517",2,8,2,4,8,1,55,3,1,68,2,40,1,1,1,0
"518",3,8,1,4,9,6,79,3,2,24,2,19,1,1,0,0
"519",4,8,2,5,9,2,58,4,2,58,2,38,1,1,0,0
"520",4,10,1,8,10,3,0,3,1,15,2,0,1,1,0,1
"521",3,10,4,4,7,5,56,2,1,59,2,41,0,1,0,0
"522",2,9,1,8,8,3,12,3,1,65,2,38,1,1,1,1
"523",3,7,2,7,7,2,50,2,1,64,2,38,0,1,0,1
"524",3,8,2,4,8,4,0,3,1,16,2,20,1,1,0,0
"525",3,8,2,8,5,2,0,1,2,73,2,40,0,1,0,1
"526",1,9,1,8,10,5,25,4,1,48,1,38,1,1,1,1
"527",3,8,2,6,7,4,0,3,2,15,2,7,0,1,0,1
"528",2,8,2,7,6,2,36,2,1,43,1,38,0,1,1,1
"529",4,10,4,2,8,4,0,3,1,81,2,0,1,1,0,0
"530",3,9,1,7,8,4,74,3,1,40,1,26,1,1,0,1
"531",3,8,4,1,5,4,12,3,3,75,2,40,0,1,0,0
"532",3,8,2,2,8,0,140,3,1,19,2,38,1,1,0,0
"533",1,8,1,9,7,3,17,2,1,80,2,50,0,1,1,1
"534",4,8,2,3,8,2,42,3,1,36,1,50,1,1,0,0
"535",3,10,2,3,9,4,25,3,1,16,2,2,1,1,0,0
"536",2,10,1,1,9,2,12,4,1,70,2,5,1,1,1,0
"537",2,9,2,10,9,4,17,2,1,47,1,50,1,1,1,1
"538",3,5,1,3,5,1,87,2,2,56,2,24,0,0,0,0
"539",2,10,2,9,10,1,44,4,1,59,2,38,1,1,1,1
"540",4,10,2,6,10,2,86,4,1,71,2,38,1,1,0,1
"541",4,9,1,2,10,4,0,4,1,70,2,20,1,1,0,0
"542",3,7,2,4,9,4,67,4,1,43,1,38,1,1,0,0
"543",2,8,5,0,8,3,11,2,1,53,1,50,1,1,1,0
"544",4,10,1,6,9,0,19,3,1,47,1,40,1,1,0,1
"545",2,8,2,7,8,3,12,3,2,56,1,50,1,1,1,1
"546",1,10,2,9,10,3,24,3,1,87,2,40,1,1,1,1
"547",2,8,2,2,8,4,38,3,1,56,2,35,1,1,1,0
"548",4,9,2,5,9,3,12,3,1,69,2,35,1,1,0,0
"549",4,10,2,5,10,5,0,3,1,15,2,30,1,1,0,0
"550",3,7,2,5,8,3,37,3,1,34,1,30,1,1,0,0
"551",2,9,1,4,8,3,157,3,1,24,2,38,1,1,1,0
"552",3,8,1,5,8,1,0,3,1,69,2,38,1,1,0,0
"553",2,9,1,7,9,3,25,1,2,67,2,50,1,1,1,1
"554",3,7,2,3,7,3,124,3,1,39,2,38,0,1,0,0
"555",1,9,2,5,9,2,0,1,1,46,1,38,1,1,1,0
"556",2,9,1,5,8,4,31,3,1,68,2,38,1,1,1,0
"557",3,10,1,10,10,4,86,3,1,66,2,38,1,1,0,1
"558",3,8,1,8,8,4,132,3,1,47,2,48,1,1,0,1
"559",3,8,2,8,7,3,94,3,1,45,1,50,0,1,0,1
"560",2,8,2,3,8,4,52,3,1,41,1,38,1,1,1,0
"561",3,10,2,3,9,3,66,3,1,22,2,35,1,1,0,0
"562",2,4,1,8,8,4,12,2,2,32,1,18,1,0,1,1
"563",3,9,1,2,10,3,0,3,2,16,2,0,1,1,0,0
"564",2,9,2,2,9,4,38,1,1,67,1,38,1,1,1,0
"565",3,8,1,4,8,4,0,3,1,17,2,5,1,1,0,0
"566",2,9,1,6,10,6,38,4,1,19,2,20,1,1,1,1
"567",3,9,2,6,9,1,12,4,4,41,1,38,1,1,0,1
"568",2,7,2,7,7,3,72,2,1,50,1,50,0,1,1,1
"569",1,8,1,8,7,2,0,2,2,73,2,0,0,1,1,1
"570",2,7,1,7,7,2,25,3,1,41,1,38,0,1,1,1
"571",2,10,2,7,10,4,119,4,1,69,2,43,1,1,1,1
"572",1,10,1,7,10,4,19,3,1,65,2,38,1,1,1,1
"573",4,10,1,2,9,3,30,4,1,66,2,42,1,1,0,0
"574",4,7,1,8,8,1,30,1,1,48,2,39,1,1,0,1
"575",2,8,1,8,8,1,0,3,2,47,1,40,1,1,1,1
"576",4,9,2,2,9,3,39,4,2,35,1,44,1,1,0,0
"577",2,10,2,3,10,2,17,4,1,85,2,50,1,1,1,0
"578",2,8,1,3,6,2,0,2,2,43,1,38,0,1,1,0
"579",3,9,1,7,10,2,19,3,2,49,1,44,1,1,0,1
"580",2,7,2,3,7,1,23,3,2,78,2,70,0,1,1,0
"581",2,5,2,2,5,0,0,2,2,52,2,38,0,0,1,0
"582",2,7,1,7,8,2,38,2,1,57,1,50,1,1,1,1
"583",3,10,2,2,10,2,12,4,1,73,2,37,1,1,0,0
"584",3,9,1,8,9,4,52,4,1,41,2,47,1,1,0,1
"585",3,8,2,5,9,3,0,3,1,46,1,18,1,1,0,0
"586",1,8,1,9,8,4,75,3,1,45,1,50,1,1,1,1
"587",3,9,2,5,9,3,38,4,2,60,2,50,1,1,0,0
"588",2,8,1,5,9,2,19,3,2,22,2,30,1,1,1,0
"589",2,5,1,1,3,3,0,2,3,74,2,38,0,0,1,0
"590",3,8,1,2,8,4,236,4,1,24,2,38,1,1,0,0
"591",2,8,2,9,9,4,0,3,2,69,2,20,1,1,1,1
"592",2,7,2,2,7,4,25,2,2,47,2,60,0,1,1,0
"593",3,10,2,2,10,4,146,4,1,41,2,38,1,1,0,0
"594",2,3,1,3,4,1,11,2,3,59,1,50,0,0,1,0
"595",3,8,1,4,9,4,94,4,1,18,2,25,1,1,0,0
"596",2,9,2,7,9,2,60,4,4,72,2,60,1,1,1,1
"597",3,8,2,5,8,4,74,3,1,50,2,35,1,1,0,0
"598",2,8,1,8,8,4,11,3,1,44,1,40,1,1,1,1
"599",2,8,3,7,8,4,19,3,1,44,1,46,1,1,1,1
"600",3,2,2,1,2,1,10,1,4,47,2,38,0,0,0,0
"601",2,8,1,3,10,4,54,4,1,69,1,40,1,1,1,0
"602",2,8,2,6,8,3,35,3,1,40,1,40,1,1,1,1
"603",3,8,2,5,8,2,23,3,1,64,2,42,1,1,0,0
"604",2,10,1,2,9,4,113,3,1,26,1,70,1,1,1,0
"605",2,7,2,8,7,4,74,2,2,53,2,44,0,1,1,1
"606",2,8,1,7,8,1,12,2,2,48,1,41,1,1,1,1
"607",3,8,2,5,5,4,17,3,1,59,2,45,0,1,0,0
"608",1,10,1,7,10,4,35,4,1,59,2,45,1,1,1,1
"609",2,10,2,8,10,2,31,4,1,50,1,23,1,1,1,1
"610",2,8,1,2,8,4,74,3,1,60,2,30,1,1,1,0
"611",2,10,2,9,10,3,90,4,1,56,2,48,1,1,1,1
"612",3,7,1,5,7,2,35,2,1,54,2,38,0,1,0,0
"613",4,10,2,4,10,5,0,3,2,16,2,3,1,1,0,0
"614",3,8,2,6,7,2,19,3,1,34,1,55,0,1,0,1
"615",2,10,1,2,10,6,25,4,2,50,1,18,1,1,1,0
"616",2,10,2,7,10,3,24,3,1,66,2,38,1,1,1,1
"617",2,8,2,7,8,4,52,3,1,53,2,30,1,1,1,1
"618",3,6,2,6,6,4,12,3,1,56,2,37,0,0,0,1
"619",3,6,1,5,6,6,62,2,1,23,2,45,0,0,0,0
"620",3,8,2,4,5,1,58,3,1,63,2,0,0,1,0,0
"621",2,8,2,5,8,3,35,3,2,56,2,50,1,1,1,0
"622",3,8,1,5,8,3,96,3,1,35,1,32,1,1,0,0
"623",3,9,1,6,9,2,50,3,1,38,1,40,1,1,0,1
"624",3,9,1,6,9,4,145,4,1,42,2,40,1,1,0,1
"625",1,8,3,9,8,2,17,3,1,67,2,44,1,1,1,1
"626",3,10,1,2,10,6,74,4,1,50,1,45,1,1,0,0
"627",3,8,2,6,10,1,17,3,1,67,2,38,1,1,0,1
"628",2,9,1,8,9,4,17,3,1,42,1,36,1,1,1,1
"629",3,8,1,8,9,4,124,3,2,19,2,60,1,1,0,1
"630",2,9,1,9,9,3,38,4,2,45,1,38,1,1,1,1
"631",2,8,2,8,7,4,49,3,2,64,2,40,0,1,1,1
"632",2,8,1,9,8,2,85,3,2,47,1,40,1,1,1,1
"633",3,5,1,4,5,3,0,2,3,16,2,0,0,0,0,0
"634",2,7,4,4,7,2,158,3,2,68,2,33,0,1,1,0
"635",1,7,1,9,7,3,25,4,2,46,2,0,0,1,1,1
"636",2,10,2,2,10,0,17,3,1,21,2,10,1,1,1,0
"637",3,10,2,4,10,4,52,4,1,68,2,20,1,1,0,0
"638",2,2,1,6,3,4,349,2,2,32,2,45,0,0,1,1
"639",4,8,2,7,7,3,37,3,1,38,1,38,0,1,0,1
"640",3,7,1,8,8,4,0,2,2,16,2,10,1,1,0,1
"641",2,5,2,4,8,2,12,3,2,52,1,45,1,0,1,0
"642",3,7,1,3,7,4,52,2,2,31,2,50,0,1,0,0
"643",3,10,2,8,10,4,89,4,1,18,2,6,1,1,0,1
"644",2,8,2,8,9,2,74,4,1,71,2,8,1,1,1,1
"645",3,7,1,3,5,3,129,2,2,21,2,40,0,1,0,0
"646",3,10,1,1,9,3,117,4,2,26,1,40,1,1,0,0
"647",3,7,1,7,7,4,0,2,2,60,2,38,0,1,0,1
"648",4,10,1,4,10,6,0,4,1,16,2,0,1,1,0,0
"649",1,8,1,4,9,4,0,3,2,15,2,0,1,1,1,0
"650",2,8,1,9,8,3,17,3,1,64,2,0,1,1,1,1
"651",2,7,2,2,9,6,12,2,1,75,2,55,1,1,1,0
"652",4,8,2,2,5,2,49,3,2,17,2,0,0,1,0,0
"653",2,9,2,6,9,4,98,4,1,62,2,50,1,1,1,1
"654",4,7,1,0,7,2,31,3,1,19,2,38,0,1,0,0
"655",2,7,3,2,7,2,67,3,1,60,2,70,0,1,1,0
"656",3,9,1,7,9,0,84,3,1,68,2,38,1,1,0,1
"657",2,10,1,4,10,1,0,4,1,62,2,20,1,1,1,0
"658",2,6,2,7,6,2,17,3,2,39,1,45,0,0,1,1
"659",1,0,1,8,9,4,77,3,1,57,1,86,1,0,1,1
"660",4,7,1,2,6,3,139,3,1,18,2,5,0,1,0,0
"661",3,9,2,8,7,4,55,2,1,52,1,38,0,1,0,1
"662",3,8,2,8,8,4,19,3,2,20,2,17,1,1,0,1
"663",3,6,2,0,6,4,47,1,1,44,1,38,0,0,0,0
"664",2,10,2,8,9,4,12,3,1,71,2,40,1,1,1,1
"665",4,5,1,0,6,6,10,3,2,23,2,15,0,0,0,0
"666",3,5,1,10,10,5,0,3,1,47,2,38,1,0,0,1
"667",2,8,1,8,7,2,38,2,2,49,1,39,0,1,1,1
"668",2,8,1,8,8,2,124,3,1,72,2,50,1,1,1,1
"669",3,9,1,9,9,2,48,4,1,53,2,38,1,1,0,1
"670",1,9,1,10,9,4,25,3,1,39,1,40,1,1,1,1
"671",2,8,2,3,7,6,12,4,1,71,2,45,0,1,1,0
"672",2,9,2,5,7,3,49,3,1,62,2,38,0,1,1,0
"673",3,9,1,5,8,3,188,4,1,24,2,45,1,1,0,0
"674",2,8,2,8,8,3,17,3,1,60,2,20,1,1,1,1
"675",2,10,1,9,10,4,0,4,1,21,2,35,1,1,1,1
"676",3,9,1,9,9,4,74,2,1,48,2,36,1,1,0,1
"677",2,9,2,8,9,6,0,4,1,56,1,60,1,1,1,1
"678",3,8,1,8,8,3,74,3,1,42,1,38,1,1,0,1
"679",2,9,1,7,9,4,121,3,1,44,1,50,1,1,1,1
"680",1,6,1,9,6,3,404,2,2,24,2,18,0,0,1,1
"681",2,9,1,7,8,4,23,3,1,43,1,40,1,1,1,1
"682",2,10,1,2,10,4,70,4,1,44,1,44,1,1,1,0
"683",1,8,1,9,8,3,19,4,1,58,1,41,1,1,1,1
"684",3,8,1,8,9,6,12,4,1,49,1,45,1,1,0,1
"685",2,10,1,7,10,5,12,4,1,36,1,18,1,1,1,1
"686",2,9,2,6,7,4,25,3,2,67,2,42,0,1,1,1
"687",2,10,4,3,10,3,12,4,1,72,2,40,1,1,1,0
"688",3,8,1,1,7,4,43,1,1,28,1,36,0,1,0,0
"689",3,8,1,4,8,3,29,3,1,17,2,0,1,1,0,0
"690",2,7,1,7,7,5,50,3,1,34,1,50,0,1,1,1
"691",3,4,1,5,3,3,25,2,3,19,2,42,0,0,0,0
"692",2,10,1,8,8,2,42,4,1,40,1,50,1,1,1,1
"693",3,7,1,8,7,4,0,3,2,27,2,30,0,1,0,1
